emp_no,first_name,last_name,from_date,title
98069,Waiman,Dolinsky,1987-01-23,Engineer
23875,Waiman,Encarnacion,1986-12-29,Staff
453698,Waiman,Garnier,1988-04-23,Staff
419272,Waiman,Ghalwash,1987-04-15,Engineer
286558,Waiman,Gubsky,1987-02-18,Senior Staff
444758,Waiman,Hashii,1985-07-21,Engineer
494099,Waiman,Irland,1986-05-31,Senior Staff
452210,Waiman,Kavanagh,1985-04-07,Senior Engineer
104504,Waiman,Kilgore,1986-06-10,Engineer
272974,Waiman,Klerer,1988-12-17,Senior Staff
426677,Waiman,Lorie,1999-08-07,Engineer
227772,Waiman,Michaels,1996-03-05,Technique Leader
42046,Waiman,Millington,1998-07-26,Technique Leader
242598,Waiman,Nastansky,1986-12-30,Engineer
238202,Waiman,Nilsson,1994-01-01,Senior Engineer
34176,Waiman,Plessier,1988-08-01,Senior Engineer
431735,Waiman,Roccetti,1990-12-08,Senior Engineer
236185,Waiman,Rosen,1990-02-06,Senior Staff
75717,Waiman,Schach,1991-11-06,Engineer
483094,Waiman,Servieres,1986-08-22,Senior Engineer
21275,Waiman,Suppi,1988-04-22,Senior Staff
102597,Waiman,Vidal,1990-02-06,Senior Engineer
489367,Waiman,Weiland,1987-09-30,Staff
287947,Wanqing,Anily,1985-09-30,Senior Staff
208980,Wanqing,Baak,1985-09-21,Senior Engineer
492727,Wanqing,Brickell,1999-10-10,Engineer
30083,Wanqing,Burnard,1988-02-04,Senior Engineer
25108,Wanqing,Eterovic,1995-12-19,Senior Engineer
59611,Wanqing,Fraisse,1985-05-08,Staff
447808,Wanqing,Gimbel,1987-06-22,Technique Leader
429893,Wanqing,Guenter,1997-10-06,Senior Engineer
428293,Wanqing,Jarecki,1987-02-11,Senior Staff
230029,Wanqing,Kalorkoti,1987-05-27,Engineer
209949,Wanqing,Kornyak,1989-07-30,Senior Staff
420382,Wanqing,Lieberherr,1990-04-22,Senior Staff
276378,Wanqing,Luiz,1997-08-23,Engineer
430841,Wanqing,Menyhert,1994-01-16,Staff
297138,Wanqing,Morrin,1991-07-31,Staff
19206,Wanqing,Pellegrinelli,1986-10-06,Engineer
455932,Wanqing,Polupanov,1988-12-04,Senior Engineer
60475,Wanqing,Renear,1996-04-28,Engineer
43373,Wanqing,Serov,1988-03-04,Senior Engineer
91204,Wanqing,Shigei,1985-06-26,Engineer
32835,Wanqing,Thambidurai,1988-12-09,Senior Engineer
37452,Wanqing,Weiland,1987-06-21,Senior Staff
77297,Wanqing,Zumaque,1999-04-14,Staff
106466,Wayne,Anick,1985-12-21,Engineer
433488,Wayne,Antonisse,1993-10-07,Senior Staff
287250,Wayne,Aumann,1991-07-25,Engineer
427073,Wayne,Baby,1985-09-23,Senior Staff
80031,Wayne,Bach,1986-05-15,Senior Engineer
280622,Wayne,Back,1988-07-03,Senior Engineer
484143,Wayne,Chinal,1988-06-16,Staff
107160,Wayne,Christianini,1985-10-11,Senior Engineer
73364,Wayne,Gaughan,1988-12-26,Senior Engineer
405850,Wayne,Ghazalie,1987-03-12,Engineer
262902,Wayne,Guting,1999-06-27,Staff
54424,Wayne,Halevi,1985-09-06,Senior Engineer
499797,Wayne,Hutter,1991-12-07,Staff
66625,Wayne,Jeong,1996-10-10,Engineer
223987,Wayne,Lorch,1986-06-26,Senior Engineer
449540,Wayne,Millington,1988-08-14,Assistant Engineer
443979,Wayne,Oaver,1994-09-23,Senior Engineer
234151,Wayne,Ozeki,1989-01-16,Senior Staff
278958,Wayne,Peck,1994-08-01,Staff
261149,Wayne,Riesenhuber,1985-09-16,Senior Staff
204187,Wayne,Simmel,1991-12-17,Staff
16033,Wayne,Spelt,1986-09-09,Senior Staff
107797,Wayne,Strandh,1991-09-28,Engineer
18376,Wayne,Stranks,1994-09-26,Engineer
221908,Wayne,Vieri,1994-07-05,Engineer
55320,Wayne,Waschkowski,1988-02-12,Senior Engineer
210876,Wayne,Yamaashi,1988-11-20,Senior Staff
488941,Wayne,Zeidenstein,1993-07-09,Senior Staff
94464,Weicheng,Alameldin,1994-10-19,Staff
25222,Weicheng,Ananiadou,1996-05-20,Staff
232201,Weicheng,Baig,1989-03-12,Staff
223431,Weicheng,Billingsley,1992-08-30,Senior Staff
34857,Weicheng,Birrer,1985-04-01,Senior Engineer
200666,Weicheng,Dusink,1992-05-17,Staff
423991,Weicheng,Gargeya,1986-11-28,Senior Engineer
75151,Weicheng,Gecsei,1992-11-19,Staff
237542,Weicheng,Hatcliff,1985-04-12,Staff
408429,Weicheng,Heinisuo,1987-02-25,Senior Engineer
404894,Weicheng,Herath,1986-11-28,Technique Leader
13685,Weicheng,Hockney,1991-11-29,Senior Engineer
278168,Weicheng,Horswill,1988-06-06,Senior Engineer
221515,Weicheng,Hutter,1988-03-06,Senior Engineer
68454,Weicheng,Kampfer,1988-05-16,Senior Engineer
469713,Weicheng,Lukaszewicz,1994-01-01,Senior Engineer
420747,Weicheng,Maccarone,1998-08-09,Engineer
255715,Weicheng,Molberg,1986-01-25,Senior Staff
246039,Weicheng,Osgood,1989-10-19,Staff
286439,Weicheng,Pfau,1985-10-29,Engineer
22625,Weicheng,Pleszkun,1989-01-10,Senior Engineer
478430,Weicheng,Samarati,1986-02-20,Technique Leader
50016,Weicheng,Serna,1988-01-29,Senior Staff
19849,Weicheng,Serre,1997-11-19,Staff
88615,Weicheng,Shrader,1985-07-30,Staff
81981,Weicheng,Welham,1998-07-19,Engineer
28411,Weicheng,Yavatkar,1989-03-27,Staff
473357,Weidon,Auyong,1986-04-15,Engineer
68578,Weidon,Baranowski,1987-04-28,Senior Engineer
442763,Weidon,Barriga,1985-08-18,Senior Staff
57464,Weidon,Benveniste,1986-04-23,Senior Engineer
265068,Weidon,Bernardinello,1989-08-07,Senior Staff
486162,Weidon,Brender,1991-05-20,Staff
57511,Weidon,Crabtree,1986-02-28,Senior Staff
463731,Weidon,Erev,1986-10-19,Senior Staff
240988,Weidon,Flasterstein,1999-01-20,Senior Engineer
22024,Weidon,Flexer,1992-04-22,Senior Engineer
36000,Weidon,Genin,1987-05-12,Engineer
28330,Weidon,Hagimont,1987-05-01,Staff
263647,Weidon,Hellwagner,1986-04-12,Senior Engineer
222122,Weidon,Henseler,1988-03-31,Engineer
247677,Weidon,Kavvadias,1985-10-03,Staff
441364,Weidon,Kilgore,1989-01-11,Senior Staff
46221,Weidon,Kobuchi,1993-09-23,Assistant Engineer
472914,Weidon,Lorho,1987-01-20,Staff
405489,Weidon,Merks,1997-02-14,Senior Engineer
292025,Weidon,Osgood,1988-11-10,Engineer
240826,Weidon,Paludetto,1993-08-07,Senior Staff
232466,Weidon,Perri,1986-03-24,Technique Leader
427058,Weidon,Ranai,1986-09-28,Senior Staff
219275,Weidon,Rando,1989-01-08,Senior Engineer
39443,Weidon,Ratnaker,1992-01-04,Senior Staff
16537,Weidon,Seiwald,1991-08-03,Senior Engineer
87448,Weidon,Serna,1987-09-11,Assistant Engineer
50517,Weidon,Snedden,1985-10-11,Staff
74950,Weidon,Trelles,1999-01-20,Technique Leader
231280,Weidon,Verhoeff,1999-06-11,Technique Leader
298293,Weijing,Avouris,1986-08-22,Senior Engineer
436651,Weijing,Birnbaum,1989-01-16,Staff
258681,Weijing,Brobst,1988-01-01,Technique Leader
484914,Weijing,Crelier,1986-05-20,Engineer
258671,Weijing,Delgrossi,1991-06-16,Senior Staff
296167,Weijing,Denis,1987-11-25,Senior Staff
473128,Weijing,Dredge,1995-11-14,Engineer
89179,Weijing,Kranzdorf,1991-06-28,Senior Staff
216238,Weijing,Leppanen,1987-04-14,Assistant Engineer
91058,Weijing,Litzkow,1987-11-15,Senior Staff
290788,Weijing,Lundstrom,1991-05-15,Staff
426446,Weijing,Lung,1999-06-02,Senior Staff
484318,Weijing,Marchegay,1985-09-07,Engineer
408990,Weijing,Mikschl,1988-07-28,Senior Staff
298872,Weijing,Narwekar,1992-07-22,Senior Engineer
299136,Weijing,Papsdorf,1990-06-04,Engineer
421376,Weijing,Ranon,1994-08-16,Staff
429294,Weijing,Salinas,1989-03-16,Senior Engineer
294306,Weijing,Sluis,1997-09-16,Senior Staff
77295,Weijing,Taubman,1985-06-17,Senior Staff
55192,Weijing,Templeman,1988-09-05,Senior Engineer
269216,Weijing,Zweizig,1987-05-12,Staff
457652,Weiru,Alpay,1985-07-30,Staff
21214,Weiru,Angelov,1998-06-10,Engineer
60439,Weiru,Basawa,1993-11-07,Engineer
404055,Weiru,Belinskaya,1987-12-14,Staff
265948,Weiru,Budinsky,1994-05-13,Staff
66921,Weiru,Deville,1987-09-15,Engineer
297006,Weiru,Etalle,1991-09-21,Staff
426090,Weiru,Falck,1987-08-01,Staff
91341,Weiru,Fontan,1987-08-14,Senior Engineer
41710,Weiru,Haldar,1987-06-26,Staff
22897,Weiru,Heering,1988-07-10,Engineer
428836,Weiru,Hennings,1990-06-28,Senior Engineer
292921,Weiru,Huhdanpaa,1985-06-12,Engineer
65502,Weiru,Junot,1986-08-17,Engineer
22812,Weiru,Kemmerer,1985-06-29,Senior Staff
224117,Weiru,Khasidashvili,1993-01-05,Staff
464179,Weiru,Krogh,1992-01-15,Senior Engineer
92950,Weiru,Kushner,1987-09-03,Senior Engineer
294757,Weiru,Millington,1987-01-18,Engineer
17081,Weiru,Murtafg,1985-12-28,Senior Engineer
55371,Weiru,Perry,1986-08-24,Engineer
67033,Weiru,Schaaf,1993-01-20,Engineer
400400,Weiru,Stassinopoulos,1988-05-14,Senior Engineer
468887,Weiru,Willoner,1986-02-27,Technique Leader
55240,Weiru,Zwicker,1988-04-09,Senior Engineer
403647,Weiwu,Chelton,1987-03-26,Senior Engineer
413966,Weiwu,Demian,1997-12-03,Staff
82760,Weiwu,Dulay,1987-12-12,Senior Engineer
272239,Weiwu,Falster,1987-02-03,Technique Leader
34032,Weiwu,Gopalakrishnan,1992-07-30,Assistant Engineer
65367,Weiwu,Heyers,1991-09-14,Engineer
15470,Weiwu,Huhdanpaa,1996-08-08,Engineer
279468,Weiwu,Kornyak,1987-05-10,Senior Staff
224264,Weiwu,Lorch,1987-03-06,Senior Engineer
215718,Weiwu,Luan,1989-06-26,Staff
416991,Weiwu,Lund,1987-08-23,Engineer
203065,Weiwu,Matteis,1985-06-30,Technique Leader
228285,Weiwu,Pollock,1988-04-20,Assistant Engineer
464504,Weiwu,Shrader,1996-05-16,Senior Staff
69122,Weiwu,Templeman,1985-05-08,Senior Staff
428833,Weiwu,Wursthorn,1993-06-07,Senior Engineer
221600,Weiwu,Yemenis,1987-08-04,Assistant Engineer
411858,Weiye,Baaz,1994-08-30,Staff
482820,Weiye,Barriga,1994-02-13,Senior Staff
454951,Weiye,Bauknecht,1987-02-23,Staff
61486,Weiye,Bierman,1986-06-19,Senior Staff
53157,Weiye,Birge,1992-12-04,Senior Engineer
401085,Weiye,Brobst,1987-05-18,Engineer
232597,Weiye,Butner,1995-07-07,Senior Staff
212917,Weiye,Cesareni,1987-10-08,Engineer
106567,Weiye,Chepyzhov,1986-10-14,Engineer
101713,Weiye,Erev,1998-07-16,Senior Staff
469580,Weiye,Escriba,1985-10-05,Engineer
425871,Weiye,Gimbel,1998-03-29,Senior Staff
457901,Weiye,Gluchowski,1991-01-05,Staff
267807,Weiye,Harnett,1986-10-19,Senior Staff
18980,Weiye,Kawashimo,1987-01-08,Assistant Engineer
424910,Weiye,Miara,1988-02-24,Staff
459514,Weiye,Pettit,1992-03-18,Engineer
428004,Weiye,Prenel,1985-06-10,Staff
493862,Weiye,Radivojevic,1999-07-19,Staff
268294,Weiye,Ressouche,1987-10-02,Senior Engineer
92965,Weiye,Salinas,1998-10-27,Staff
410721,Weiye,Schoegge,1997-01-14,Engineer
86559,Weiye,Tsukuda,1988-05-29,Senior Engineer
94142,Weiyi,Avouris,1987-08-22,Senior Engineer
424576,Weiyi,Billingsley,1986-07-14,Senior Engineer
446558,Weiyi,Braunschweig,1998-08-09,Staff
35788,Weiyi,Burnard,1988-12-18,Senior Staff
405774,Weiyi,Cmelik,1996-06-14,Engineer
31770,Weiyi,Couchot,1986-02-16,Staff
439567,Weiyi,Ernst,1988-11-28,Senior Engineer
261772,Weiyi,Esteva,1997-07-18,Staff
60185,Weiyi,Gruenwald,1987-06-28,Senior Engineer
463658,Weiyi,Kroha,1995-09-07,Staff
427224,Weiyi,Merli,1985-08-10,Engineer
466416,Weiyi,Pargaonkar,1986-08-22,Senior Engineer
456355,Weiyi,Picaronny,1989-03-07,Technique Leader
427263,Weiyi,Pramanik,1985-04-17,Senior Staff
31700,Weiyi,Ranft,1986-12-12,Staff
497700,Weiyi,Rattan,1986-02-24,Engineer
495779,Weiyi,Rebaine,1985-12-23,Senior Staff
297907,Weiyi,Srimani,1992-12-19,Senior Engineer
291715,Weiyi,Strehl,1989-08-05,Engineer
480353,Weiyi,Vural,1987-08-20,Senior Staff
427693,Weiyi,Whitcomb,1995-03-28,Engineer
493665,Weiyi,Zultner,1995-12-01,Staff
299405,Werner,Acton,1997-04-20,Staff
292419,Werner,Antonisse,1989-04-12,Senior Staff
478005,Werner,Bage,1996-08-11,Staff
401411,Werner,Boreale,1988-12-06,Technique Leader
492091,Werner,Coombs,1986-06-01,Senior Engineer
470808,Werner,Dulay,1986-05-08,Senior Engineer
279518,Werner,Ellozy,1988-01-20,Senior Staff
67896,Werner,Guardalben,1985-03-08,Engineer
405931,Werner,Hebert,1986-08-12,Staff
258850,Werner,Heuter,1986-11-07,Senior Staff
226093,Werner,Iacovou,1986-06-15,Staff
284627,Werner,Itzfeldt,1995-02-22,Staff
251367,Werner,Kabayashi,1988-10-15,Senior Engineer
81201,Werner,Knightly,1985-07-11,Senior Staff
69790,Werner,Leslie,1993-05-15,Staff
233975,Werner,Leuchs,1988-02-24,Engineer
237477,Werner,Lindqvist,1997-09-27,Engineer
47446,Werner,Matzke,1986-11-20,Senior Engineer
460755,Werner,McClurg,1989-12-05,Staff
51062,Werner,Narlikar,1988-08-28,Senior Staff
428241,Werner,Nergos,1988-06-12,Senior Staff
278243,Werner,Roison,1986-06-18,Engineer
219622,Werner,Swist,1994-06-06,Staff
228227,Werner,Wendorf,1994-01-15,Senior Staff
94582,Willard,Baar,1986-02-16,Engineer
58201,Willard,Bashian,1985-08-30,Engineer
87060,Willard,Birdsall,1987-03-31,Senior Staff
234317,Willard,Calkin,1995-04-02,Engineer
100769,Willard,Clemencon,1990-04-29,Senior Engineer
455464,Willard,Crelier,1985-10-29,Senior Staff
104510,Willard,Eppinger,1987-12-27,Senior Staff
49262,Willard,Fairtlough,1987-02-07,Senior Staff
243793,Willard,Felder,1985-02-23,Senior Staff
48221,Willard,Gist,1985-10-10,Senior Engineer
105921,Willard,Gubsky,1986-01-31,Staff
39852,Willard,Guenter,1986-09-10,Senior Staff
426637,Willard,Kemmerer,1987-10-16,Staff
90345,Willard,Liedekerke,1996-12-11,Engineer
100175,Willard,Maginnis,1988-01-17,Senior Engineer
470531,Willard,Makrucki,1987-11-20,Staff
415431,Willard,Manders,1998-11-05,Technique Leader
271272,Willard,Matheson,1996-05-07,Engineer
452931,Willard,Muhling,1987-11-27,Senior Engineer
30730,Willard,Pelc,1986-02-12,Senior Staff
474260,Willard,Pellegrinelli,1988-07-07,Senior Engineer
289097,Willard,Pews,1987-04-08,Engineer
64783,Willard,Ramsey,1988-06-03,Staff
39820,Willard,Range,1988-02-14,Senior Engineer
419130,Willard,Reghbati,1989-05-23,Technique Leader
249830,Willard,Simmen,1993-02-01,Senior Engineer
260128,Willard,Yoshimura,1988-09-11,Senior Staff
402221,Willard,Zastre,1994-08-13,Engineer
45809,Wilmer,Arlazarov,1985-03-25,Senior Staff
264459,Wilmer,Baca,1998-04-16,Engineer
49894,Wilmer,Barvinok,1997-11-12,Staff
465471,Wilmer,Birta,1987-05-21,Senior Staff
409236,Wilmer,Cannane,1991-07-11,Engineer
436457,Wilmer,Deville,1999-08-12,Staff
433001,Wilmer,Eickenmeyer,1988-07-16,Senior Staff
221475,Wilmer,Engelmann,1994-06-22,Senior Engineer
496480,Wilmer,Farrow,1994-03-21,Engineer
485476,Wilmer,Fortenbacher,1988-08-27,Assistant Engineer
479749,Wilmer,Giaccio,1996-08-15,Engineer
498885,Wilmer,Iisaku,1992-12-04,Senior Engineer
15410,Wilmer,Kushner,1989-09-13,Staff
428180,Wilmer,Lindqvist,1992-08-05,Senior Engineer
235720,Wilmer,Lores,1988-07-06,Senior Staff
420256,Wilmer,Maraist,1988-10-20,Staff
272197,Wilmer,Meriste,1998-05-29,Staff
287022,Wilmer,Merks,1989-02-03,Staff
236303,Wilmer,Michaels,1986-09-19,Senior Staff
299874,Wilmer,Miyakawa,1997-02-15,Staff
88495,Wilmer,Molenaar,1985-02-24,Senior Staff
28306,Wilmer,Papsdorf,1996-08-29,Senior Engineer
222456,Wilmer,Peek,1998-09-19,Technique Leader
72026,Wilmer,Pesch,1989-07-31,Senior Engineer
228331,Wilmer,Poehlman,1986-01-14,Senior Engineer
256828,Wilmer,Ramaiah,1985-09-01,Senior Staff
494854,Wilmer,Ranze,1992-04-19,Staff
457988,Wilmer,Spieker,1991-07-17,Senior Engineer
57071,Wilmer,Stenning,1987-10-02,Engineer
104508,Wilmer,Thummel,1985-09-12,Senior Engineer
465739,Wilmer,Verhaegen,1986-08-25,Technique Leader
405608,Wilmer,Zallocco,1986-04-08,Engineer
65222,Wilmer,Zaumen,1999-07-08,Staff
238131,Wojceich,Besselaar,1997-05-24,Staff
439877,Wojceich,Emiris,1988-11-18,Senior Staff
447989,Wojceich,Gini,1998-10-14,Staff
33555,Wojceich,Kawashima,1991-03-12,Senior Staff
33675,Wojceich,Lichtman,1986-02-09,Engineer
205492,Wojceich,Lorch,1999-12-23,Engineer
35256,Wojceich,McDermid,1985-12-14,Senior Staff
27961,Wojceich,Murtafg,1987-06-09,Engineer
284786,Wojceich,Piveteau,1994-04-25,Senior Staff
465199,Wojceich,Plotkin,1997-03-02,Engineer
419263,Wojceich,Ramsay,1995-07-06,Technique Leader
494927,Wojceich,Rosay,1988-11-01,Senior Engineer
455392,Wojceich,Rothenberg,1987-07-22,Engineer
404188,Wojceich,Schaar,1987-08-13,Engineer
415593,Wojceich,Sridhar,1991-07-25,Senior Staff
481762,Wojceich,Stranks,1991-05-07,Senior Engineer
101558,Wojceich,Tischendorf,1985-02-24,Senior Engineer
434792,Wojceich,Veevers,1998-07-14,Engineer
55345,Wojceich,Vendrig,1985-07-10,Staff
498723,Wojceich,Vernadat,1990-12-24,Engineer
495061,Wojceich,Zirintsis,1994-03-01,Staff
60653,Wonhee,Bamford,1987-08-01,Technique Leader
478395,Wonhee,Bondorf,1988-03-21,Senior Staff
33106,Wonhee,Chaudhuri,1995-09-18,Staff
243260,Wonhee,Delgrossi,1990-02-23,Engineer
488104,Wonhee,Furedi,1993-02-15,Engineer
482429,Wonhee,Guardalben,1992-11-24,Senior Engineer
282392,Wonhee,Hooghiemstra,1997-02-14,Engineer
415817,Wonhee,Hutter,1994-11-07,Senior Engineer
247170,Wonhee,Lanteri,1994-05-15,Senior Staff
107110,Wonhee,Lodder,1998-05-19,Engineer
482996,Wonhee,Lovengreen,1986-02-26,Staff
412818,Wonhee,Marchesini,1993-04-13,Senior Staff
435048,Wonhee,Matheson,1988-05-01,Senior Engineer
250950,Wonhee,Matzke,1994-06-20,Staff
228320,Wonhee,Murrill,1991-03-13,Senior Staff
213083,Wonhee,Nishimukai,1988-05-23,Staff
260046,Wonhee,Orlowski,1997-12-20,Senior Engineer
225306,Wonhee,Pagter,1985-07-02,Staff
201777,Wonhee,Perl,1986-07-06,Staff
34368,Wonhee,Ranon,1993-05-29,Senior Staff
457443,Wonhee,Sethi,1986-03-08,Senior Staff
436007,Wonhee,Soicher,1987-12-01,Senior Staff
35916,Wonhee,Talmon,1985-03-20,Senior Engineer
55210,Wonhee,Thombley,1995-12-23,Engineer
463725,Wonhee,Zumaque,1986-06-24,Senior Engineer
250493,Woody,Aloisi,1988-03-07,Senior Staff
454643,Woody,Apsitis,1986-12-21,Engineer
494763,Woody,Bazelow,1986-10-14,Engineer
459953,Woody,Butterworth,1986-03-06,Senior Engineer
20545,Woody,Chaudhury,1987-06-17,Senior Staff
429652,Woody,Denna,1997-06-04,Engineer
464939,Woody,Eugenio,1990-01-19,Senior Staff
53165,Woody,Feldmann,1987-12-20,Staff
457441,Woody,Flexer,1988-02-09,Engineer
449323,Woody,Fujisawa,1996-10-19,Engineer
15016,Woody,Gulik,1991-10-21,Senior Staff
231649,Woody,Hebert,1986-03-23,Senior Engineer
409865,Woody,Ishibashi,1985-06-11,Engineer
27883,Woody,Nilsson,1991-06-18,Staff
430481,Woody,Pauthner,1998-01-07,Senior Staff
285523,Woody,Picco,1987-12-23,Engineer
227792,Woody,Ponthieu,1987-10-02,Staff
267688,Woody,Poujol,1985-09-09,Staff
434272,Woody,Roccetti,1985-06-14,Senior Engineer
59688,Woody,Scharstein,1988-03-30,Engineer
449262,Woody,Slobodova,1985-04-27,Senior Engineer
102953,Woody,Terlouw,1989-09-20,Senior Engineer
18393,Wuxu,Aseltine,1988-11-20,Engineer
409148,Wuxu,Auria,1989-02-20,Senior Staff
58423,Wuxu,Badr,1997-06-03,Staff
226853,Wuxu,Bail,1994-08-24,Assistant Engineer
283017,Wuxu,Beeson,1987-11-21,Senior Staff
218217,Wuxu,Bernick,1985-03-20,Senior Staff
468686,Wuxu,Biron,1990-06-10,Senior Engineer
86819,Wuxu,Bisiani,1989-06-13,Senior Staff
202575,Wuxu,Christ,1991-12-23,Staff
269834,Wuxu,Erde,1987-08-27,Senior Staff
222192,Wuxu,Esteva,1995-06-08,Technique Leader
450822,Wuxu,Furedi,1997-04-03,Engineer
28962,Wuxu,Gini,1994-01-16,Technique Leader
454248,Wuxu,Gornas,1987-05-07,Senior Staff
424597,Wuxu,Hinsberger,1991-03-12,Technique Leader
40028,Wuxu,Hofman,1988-11-13,Technique Leader
72207,Wuxu,Marsiglia,1986-11-21,Staff
209703,Wuxu,Meszaros,1992-07-13,Senior Engineer
85696,Wuxu,Mitzlaff,1998-08-11,Senior Staff
456015,Wuxu,Narlikar,1998-03-19,Engineer
434017,Wuxu,Radivojevic,1988-09-02,Technique Leader
234993,Wuxu,Schade,1987-07-22,Engineer
273596,Wuxu,Schwartzburd,1987-01-03,Senior Engineer
414841,Wuxu,Smeets,1993-07-10,Engineer
287830,Wuxu,Sullins,1991-02-02,Senior Engineer
266217,Wuxu,Takanami,1998-10-25,Staff
260417,Wuxu,Trachtenberg,1987-05-07,Senior Engineer
425220,Xiadong,Anger,1986-09-07,Senior Staff
268501,Xiadong,Ariola,1990-04-17,Staff
64796,Xiadong,Auria,1997-07-14,Senior Staff
245096,Xiadong,Azumi,1988-12-24,Senior Engineer
279661,Xiadong,Bach,1987-03-07,Senior Staff
281488,Xiadong,Bruckman,1988-06-27,Senior Engineer
31024,Xiadong,Ciolek,1987-04-13,Senior Staff
471726,Xiadong,Hashii,1999-10-10,Engineer
30372,Xiadong,Maccarone,1994-05-04,Staff
258763,Xiadong,Peak,1990-10-13,Engineer
288942,Xiadong,Ramalingam,1997-06-30,Senior Staff
467443,Xiadong,Ramamoorthy,1986-07-21,Assistant Engineer
37662,Xiadong,Schurmann,1990-10-22,Senior Staff
214302,Xiadong,Siegrist,1996-10-21,Technique Leader
11524,Xiadong,Standera,1996-07-05,Senior Engineer
28922,Xiadong,Willoner,1999-07-03,Engineer
499829,Xiahua,Avouris,1996-01-07,Staff
400172,Xiahua,Bridgland,1990-12-09,Technique Leader
220926,Xiahua,Brobst,1994-02-16,Technique Leader
22263,Xiahua,Claffy,1988-08-09,Senior Staff
28755,Xiahua,Cmelik,1990-08-12,Senior Staff
295802,Xiahua,Engelmann,1992-11-16,Engineer
420617,Xiahua,Gilg,1992-08-10,Senior Staff
434004,Xiahua,Haddadi,1986-05-24,Staff
91270,Xiahua,Hiraishi,1985-12-16,Senior Engineer
19381,Xiahua,Holburn,1986-10-07,Senior Staff
454659,Xiahua,Kamber,1987-08-05,Senior Engineer
90913,Xiahua,Levergood,1985-12-02,Senior Engineer
441117,Xiahua,Mondadori,1987-02-21,Senior Engineer
443218,Xiahua,Noriega,1998-03-11,Engineer
37937,Xiahua,Pero,1987-08-09,Senior Staff
214741,Xiahua,Piazza,1985-06-24,Senior Engineer
291840,Xiahua,Riefers,1986-12-18,Senior Engineer
14107,Xiahua,Rindone,1991-12-15,Staff
72928,Xiahua,Rosay,1989-04-21,Senior Staff
474173,Xiahua,Slaats,1986-07-09,Senior Engineer
12123,Xiahua,Syrzycki,1987-07-18,Senior Staff
288641,Xiahua,Thisen,1988-10-22,Staff
416503,Xiahua,Validov,1988-09-20,Senior Engineer
294022,Xiahua,Vidal,1986-12-28,Engineer
266190,Xiahua,Xiaoshan,1991-11-02,Senior Engineer
233594,Xiahua,Yamaashi,1986-03-24,Staff
429596,Xiahua,Zyda,1988-06-27,Engineer
210638,Xianlong,Bach,1995-02-02,Engineer
255971,Xianlong,Beilner,1988-08-12,Staff
104748,Xianlong,Bennet,1987-01-18,Senior Staff
409188,Xianlong,Bonifati,1996-04-11,Senior Engineer
465328,Xianlong,Cesareni,1989-09-24,Senior Engineer
491020,Xianlong,Chartres,1989-01-05,Senior Staff
413272,Xianlong,Comellas,1998-12-27,Engineer
93754,Xianlong,Ernst,1997-08-24,Staff
92646,Xianlong,Fadgyas,1986-02-16,Senior Engineer
58576,Xianlong,Fraisse,1988-01-21,Senior Engineer
477194,Xianlong,Furedi,1989-05-02,Senior Engineer
19318,Xianlong,Halevi,1986-09-24,Senior Staff
260642,Xianlong,Kemmerer,1986-07-06,Staff
297343,Xianlong,Kinley,1985-07-17,Senior Engineer
58516,Xianlong,Knightly,1990-11-13,Staff
75172,Xianlong,Kohling,1999-12-09,Senior Engineer
208087,Xianlong,Lueh,1986-06-23,Staff
278396,Xianlong,Marakhovsky,1988-06-29,Senior Staff
109052,Xianlong,McFarlin,1988-07-06,Senior Engineer
52071,Xianlong,Milicic,1986-10-26,Staff
467706,Xianlong,Nastansky,1992-07-08,Senior Staff
467520,Xianlong,Onuegbe,1996-12-31,Staff
277334,Xianlong,Oppitz,1988-08-15,Senior Staff
269617,Xianlong,Perng,1986-11-07,Engineer
280496,Xianlong,Potthoff,1991-10-25,Staff
243804,Xianlong,Salinas,1987-09-15,Engineer
93960,Xianlong,Seghrouchni,1985-04-23,Senior Staff
457842,Xianlong,Sidou,1993-08-08,Senior Engineer
288552,Xianlong,Swist,1994-01-30,Senior Staff
480544,Xianlong,Thambidurai,1985-09-25,Senior Staff
254167,Xianlong,Tibblin,1988-08-02,Staff
261372,Xianlong,Uhrig,1992-03-06,Senior Engineer
263088,Xianlong,Undy,1994-07-31,Senior Staff
209724,Xianlong,Viele,1988-05-17,Senior Staff
240196,Xianlong,Vigier,1988-02-02,Staff
495718,Xianlong,Vitiello,1993-03-20,Engineer
433926,Xiaobin,Alblas,1990-01-22,Technique Leader
266945,Xiaobin,Aseltine,1997-12-02,Engineer
423679,Xiaobin,Azuma,1986-03-02,Senior Engineer
234848,Xiaobin,Bael,1986-11-06,Senior Engineer
409989,Xiaobin,Beerel,1997-12-06,Staff
14911,Xiaobin,Chelton,1987-04-06,Engineer
21704,Xiaobin,Chorvat,1991-03-14,Assistant Engineer
231034,Xiaobin,Coors,1996-08-27,Staff
264306,Xiaobin,Curless,1989-08-25,Staff
406380,Xiaobin,Cyne,1985-12-30,Assistant Engineer
10215,Xiaobin,Duclos,1991-11-23,Senior Staff
51166,Xiaobin,Ginesta,1985-07-08,Senior Engineer
85119,Xiaobin,Himler,1987-12-01,Senior Staff
204134,Xiaobin,Hofmeyr,1985-09-30,Senior Staff
265682,Xiaobin,Irland,1987-05-15,Senior Staff
